4
test_name,ntup,tsamples,p1,p2,p3,p4,a1,a2,a3,a4
      rgb_lagged_sum,   8,   1000000,     100,0.78490414,0.61113152,0.91216539,0.88624726,PASSED,PASSED,PASSED,PASSED
      rgb_lagged_sum,   9,   1000000,     100,0.45111561,0.09883885,0.11841203,0.78537988,PASSED,PASSED,PASSED,PASSED
      rgb_lagged_sum,  10,   1000000,     100,0.78532393,0.36112071,0.38220226,0.61061237,PASSED,PASSED,PASSED,PASSED
      rgb_lagged_sum,  11,   1000000,     100,0.82346478,0.20099449,0.36652423,0.27936847,PASSED,PASSED,PASSED,PASSED
      rgb_lagged_sum,  12,   1000000,     100,0.87920234,0.16540227,0.90058364,0.94593454,PASSED,PASSED,PASSED,PASSED
      rgb_lagged_sum,  13,   1000000,     100,0.87501961,0.34048805,0.98466949,0.35163346,PASSED,PASSED,PASSED,PASSED
      rgb_lagged_sum,  14,   1000000,     100,0.63325351,0.13014391,0.6845157,0.57632072,PASSED,PASSED,PASSED,PASSED
      rgb_lagged_sum,  15,   1000000,     100,0.98019964,0.10676275,0.53071338,0.77345205,PASSED,PASSED,PASSED,PASSED
      rgb_lagged_sum,  16,   1000000,     100,0.14252086,0.07990656,0.98661036,0.91873202,PASSED,PASSED,PASSED,PASSED
      rgb_lagged_sum,  17,   1000000,     100,0.49498471,0.09099359,0.12732398,0.76960946,PASSED,PASSED,PASSED,PASSED
      rgb_lagged_sum,  18,   1000000,     100,0.55925492,0.94915429,0.97899683,0.84527411,PASSED,PASSED,PASSED,PASSED
      rgb_lagged_sum,  19,   1000000,     100,0.53590539,0.95731088,0.97609674,0.95807544,PASSED,PASSED,PASSED,PASSED
      rgb_lagged_sum,  20,   1000000,     100,0.85826524,0.33154456,0.99205006,0.15562795,PASSED,PASSED,PASSED,PASSED
      rgb_lagged_sum,  21,   1000000,     100,0.08409593,0.45438303,0.68760012,0.96261692,PASSED,PASSED,PASSED,PASSED
      rgb_lagged_sum,  22,   1000000,     100,0.88365464,0.77934473,0.84983138,0.9834602,PASSED,PASSED,PASSED,PASSED
      rgb_lagged_sum,  23,   1000000,     100,0.89856329,0.29167409,0.8407293,0.46993066,PASSED,PASSED,PASSED,PASSED
      rgb_lagged_sum,  24,   1000000,     100,0.3309579,0.56115191,0.7930616,0.77580472,PASSED,PASSED,PASSED,PASSED
      rgb_lagged_sum,  25,   1000000,     100,0.26318416,0.27948068,0.75837337,0.32622593,PASSED,PASSED,PASSED,PASSED
      rgb_lagged_sum,  26,   1000000,     100,0.70196173,0.39742701,0.99667274,0.33737075,PASSED,PASSED,WEAK,PASSED
      rgb_lagged_sum,  27,   1000000,     100,0.82725124,0.0028239,0.59456508,0.26274752,PASSED,WEAK,PASSED,PASSED
      rgb_lagged_sum,  28,   1000000,     100,0.09141213,0.52624716,0.48110071,0.68579754,PASSED,PASSED,PASSED,PASSED
      rgb_lagged_sum,  29,   1000000,     100,0.26847882,0.02666135,0.52420053,0.18997009,PASSED,PASSED,PASSED,PASSED
      rgb_lagged_sum,  30,   1000000,     100,0.9580153,0.53411462,0.63488582,0.46742822,PASSED,PASSED,PASSED,PASSED
      rgb_lagged_sum,  31,   1000000,     100,0.03554629,0.26554293,0.57393245,0.55803126,PASSED,PASSED,PASSED,PASSED
      rgb_lagged_sum,  32,   1000000,     100,0.3238573,0.53106556,0.26666581,0.01819727,PASSED,PASSED,PASSED,PASSED
     rgb_kstest_test,   0,     10000,    1000,0.34181558,0.50512786,0.07031285,0.54249782,PASSED,PASSED,PASSED,PASSED
     dab_bytedistrib,   0,  51200000,       1,0.56800776,0.21110039,0.2058528,0.21572591,PASSED,PASSED,PASSED,PASSED
             dab_dct, 256,     50000,       1,0.25893716,0.14337298,0.94809245,0.16119508,PASSED,PASSED,PASSED,PASSED
        dab_filltree,  32,  15000000,       1,0.72926021,0.77958153,0.37905264,0.19982509,PASSED,PASSED,PASSED,PASSED
        dab_filltree,  32,  15000000,       1,0.77150157,0.38959384,0.46756449,0.05761104,PASSED,PASSED,PASSED,PASSED
       dab_filltree2,   0,   5000000,       1,0.13044559,0.65946557,0.87430718,0.41639214,PASSED,PASSED,PASSED,PASSED
       dab_filltree2,   1,   5000000,       1,0.08500108,0.26625415,0.71335898,0.97718578,PASSED,PASSED,PASSED,PASSED
        dab_monobit2,  12,  65000000,       1,0.93446985,0.21438597,0.24801798,0.73489264,PASSED,PASSED,PASSED,PASSED
